OTU	ASVs
OTU4502	ASV8411
OTU4503	ASV8412
OTU4504	ASV8413
OTU4505	ASV8414
OTU4506	ASV8415
OTU4507	ASV8416
OTU4508	ASV8418
OTU4509	ASV8419
OTU4510	ASV8420
OTU4511	ASV8421
OTU4512	ASV8422
OTU4513	ASV8423
OTU4514	ASV8425
OTU4515	ASV8428
OTU4516	ASV8429
OTU4517	ASV8430
OTU4518	ASV8431
OTU4519	ASV8432
OTU4520	ASV8435
OTU4521	ASV8436
OTU4522	ASV8438
OTU4523	ASV8439
OTU4524	ASV8442
OTU4525	ASV8443
OTU4526	ASV8444
OTU4527	ASV8445
OTU4528	ASV8447
OTU4529	ASV8449
OTU4530	ASV8450
OTU4531	ASV8452
OTU4532	ASV8453
OTU4533	ASV8458
OTU4534	ASV8459
OTU4535	ASV8460
OTU4536	ASV8461
OTU4537	ASV8462
OTU4538	ASV8463
OTU4539	ASV8465
OTU4540	ASV8466
OTU4541	ASV8468
OTU4542	ASV8469
OTU4543	ASV8470
OTU4544	ASV8471
OTU4545	ASV8472
OTU4546	ASV8474
OTU4547	ASV8476
OTU4548	ASV8477
OTU4549	ASV8478
OTU4550	ASV8480
OTU4551	ASV8481
OTU4552	ASV8482
OTU4553	ASV8483
OTU4554	ASV8484, ASV10112
OTU4555	ASV8485
OTU4556	ASV8486
OTU4557	ASV8487
OTU4558	ASV8488
OTU4559	ASV8489
OTU4560	ASV8490
OTU4561	ASV8491
OTU4562	ASV8492
OTU4563	ASV8493, ASV10750
OTU4564	ASV8494
OTU4565	ASV8496
OTU4566	ASV8497
OTU4567	ASV8498
OTU4568	ASV8499
OTU4569	ASV8500, ASV8835, ASV10238
OTU4570	ASV8501
OTU4571	ASV8502
OTU4572	ASV8503
OTU4573	ASV8506
OTU4574	ASV8507
OTU4575	ASV8508, ASV10042
OTU4576	ASV8510
OTU4577	ASV8511
OTU4578	ASV8514
OTU4579	ASV8515, ASV9790, ASV9885
OTU4580	ASV8517, ASV10531
OTU4581	ASV8518
OTU4582	ASV8519
OTU4583	ASV8520
OTU4584	ASV8521
OTU4585	ASV8523
OTU4586	ASV8524
OTU4587	ASV8528
OTU4588	ASV8530
OTU4589	ASV8533
OTU4590	ASV8535
OTU4591	ASV8536
OTU4592	ASV8538
OTU4593	ASV8539
OTU4594	ASV8543
OTU4595	ASV8545
OTU4596	ASV8546
OTU4597	ASV8547
OTU4598	ASV8548
OTU4599	ASV8549, ASV10400
OTU4600	ASV8550
OTU4601	ASV8551
OTU4602	ASV8553
OTU4603	ASV8556
OTU4604	ASV8558, ASV9747
OTU4605	ASV8559
OTU4606	ASV8560
OTU4607	ASV8561
OTU4608	ASV8562
OTU4609	ASV8564
OTU4610	ASV8565
OTU4611	ASV8566, ASV9336, ASV10713
OTU4612	ASV8567
OTU4613	ASV8568
OTU4614	ASV8569
OTU4615	ASV8570
OTU4616	ASV8571
OTU4617	ASV8574
OTU4618	ASV8576
OTU4619	ASV8577
OTU4620	ASV8578
OTU4621	ASV8580
OTU4622	ASV8582, ASV10782
OTU4623	ASV8583
OTU4624	ASV8586
OTU4625	ASV8587
OTU4626	ASV8589
OTU4627	ASV8590
OTU4628	ASV8592
OTU4629	ASV8593
OTU4630	ASV8594, ASV11596
OTU4631	ASV8597
OTU4632	ASV8598
OTU4633	ASV8600
OTU4634	ASV8601
OTU4635	ASV8603, ASV11663
OTU4636	ASV8604
OTU4637	ASV8606
OTU4638	ASV8608
OTU4639	ASV8609
OTU4640	ASV8610
OTU4641	ASV8612
OTU4642	ASV8613
OTU4643	ASV8616
OTU4644	ASV8617
OTU4645	ASV8619
OTU4646	ASV8620
OTU4647	ASV8621
OTU4648	ASV3377, ASV6165, ASV8622, ASV10614
OTU4649	ASV8623
OTU4650	ASV8627
OTU4651	ASV8628
OTU4652	ASV8629
OTU4653	ASV8630
OTU4654	ASV8632
OTU4655	ASV8634, ASV8959
OTU4656	ASV8636
OTU4657	ASV8639
OTU4658	ASV8643
OTU4659	ASV8646
OTU4660	ASV8647
OTU4661	ASV8648
OTU4662	ASV8650
OTU4663	ASV8652
OTU4664	ASV8653, ASV8658
OTU4665	ASV8654
OTU4666	ASV8655
OTU4667	ASV8656
OTU4668	ASV8661
OTU4669	ASV8662
OTU4670	ASV8664
OTU4671	ASV8667
OTU4672	ASV8671
OTU4673	ASV8674
OTU4674	ASV8675
OTU4675	ASV8679
OTU4676	ASV8685
OTU4677	ASV8689
OTU4678	ASV8694
OTU4679	ASV8695, ASV10821
OTU4680	ASV8696
OTU4681	ASV8697
OTU4682	ASV8698
OTU4683	ASV8699
OTU4684	ASV8702
OTU4685	ASV8703
OTU4686	ASV8704
OTU4687	ASV8706
OTU4688	ASV8710
OTU4689	ASV8712
OTU4690	ASV8713
OTU4691	ASV8714
OTU4692	ASV8717
OTU4693	ASV8718
OTU4694	ASV8719
OTU4695	ASV8721
OTU4696	ASV8724
OTU4697	ASV8725
OTU4698	ASV8726
OTU4699	ASV8727
OTU4700	ASV8728, ASV9220
OTU4701	ASV8733
OTU4702	ASV8735
OTU4703	ASV8737
OTU4704	ASV8738
OTU4705	ASV8739
OTU4706	ASV8741
OTU4707	ASV8742
OTU4708	ASV8743
OTU4709	ASV8746
OTU4710	ASV8747
OTU4711	ASV8749
OTU4712	ASV8750
OTU4713	ASV8751, ASV9686
OTU4714	ASV8752
OTU4715	ASV8754
OTU4716	ASV8755
OTU4717	ASV8756
OTU4718	ASV8757
OTU4719	ASV8758
OTU4720	ASV8760
OTU4721	ASV8761
OTU4722	ASV8763
OTU4723	ASV8767
OTU4724	ASV8768
OTU4725	ASV8770
OTU4726	ASV8775
OTU4727	ASV8776
OTU4728	ASV8778, ASV9062
OTU4729	ASV8779
OTU4730	ASV8780
OTU4731	ASV8781
OTU4732	ASV790, ASV4887, ASV6267, ASV8784
OTU4733	ASV8785
OTU4734	ASV8786
OTU4735	ASV8788
OTU4736	ASV8791
OTU4737	ASV8793
OTU4738	ASV8794
OTU4739	ASV8795
OTU4740	ASV8796
OTU4741	ASV8798
OTU4742	ASV8799
OTU4743	ASV8801
OTU4744	ASV8802
OTU4745	ASV8807, ASV10946
OTU4746	ASV8810
OTU4747	ASV8811
OTU4748	ASV8813
OTU4749	ASV8815
OTU4750	ASV8816
OTU4751	ASV8817
OTU4752	ASV8818
OTU4753	ASV8822
OTU4754	ASV8826
OTU4755	ASV8828
OTU4756	ASV8829
OTU4757	ASV8830
OTU4758	ASV8832
OTU4759	ASV8833
OTU4760	ASV8834
OTU4761	ASV8836
OTU4762	ASV8837
OTU4763	ASV8838
OTU4764	ASV8839
OTU4765	ASV8842
OTU4766	ASV8844, ASV11793
OTU4767	ASV8846, ASV10649
OTU4768	ASV8848
OTU4769	ASV8852
OTU4770	ASV8853
OTU4771	ASV8856
OTU4772	ASV8863
OTU4773	ASV8867
OTU4774	ASV8868
OTU4775	ASV8869, ASV11892
OTU4776	ASV8870, ASV9883
OTU4777	ASV8872
OTU4778	ASV8873
OTU4779	ASV8875
OTU4780	ASV8881
OTU4781	ASV8883
OTU4782	ASV8884
OTU4783	ASV8885
OTU4784	ASV8886
OTU4785	ASV8893
OTU4786	ASV8894, ASV11948
OTU4787	ASV8896
OTU4788	ASV8898
OTU4789	ASV8899
OTU4790	ASV8900, ASV9424
OTU4791	ASV8901
OTU4792	ASV8902
OTU4793	ASV8903
OTU4794	ASV8906
OTU4795	ASV8907
OTU4796	ASV8908
OTU4797	ASV8909
OTU4798	ASV8910
OTU4799	ASV8912
OTU4800	ASV8913
OTU4801	ASV7508, ASV8914
OTU4802	ASV8915, ASV9758, ASV11472
OTU4803	ASV8917
OTU4804	ASV8918
OTU4805	ASV8924
OTU4806	ASV8926
OTU4807	ASV8927
OTU4808	ASV8929
OTU4809	ASV8930
OTU4810	ASV8932
OTU4811	ASV8933, ASV10381
OTU4812	ASV8934
OTU4813	ASV8935
OTU4814	ASV8936
OTU4815	ASV8937
OTU4816	ASV8938
OTU4817	ASV8940
OTU4818	ASV8942
OTU4819	ASV8943
OTU4820	ASV8947
OTU4821	ASV8951
OTU4822	ASV8952
OTU4823	ASV8953
OTU4824	ASV8960
OTU4825	ASV8961
OTU4826	ASV8965
OTU4827	ASV8967, ASV10353
OTU4828	ASV8968
OTU4829	ASV8969
OTU4830	ASV8970
OTU4831	ASV8972
OTU4832	ASV8973
OTU4833	ASV8976
OTU4834	ASV8979
OTU4835	ASV8980
OTU4836	ASV8983
OTU4837	ASV8984
OTU4838	ASV8985
OTU4839	ASV8987
OTU4840	ASV8995
OTU4841	ASV8996
OTU4842	ASV8999
OTU4843	ASV9000
OTU4844	ASV9001
OTU4845	ASV9002
OTU4846	ASV9003
OTU4847	ASV9004
OTU4848	ASV9006
OTU4849	ASV9010
OTU4850	ASV9011
OTU4851	ASV9013
OTU4852	ASV9015
OTU4853	ASV9017
OTU4854	ASV9020
OTU4855	ASV9022
OTU4856	ASV7283, ASV9026, ASV9941
OTU4857	ASV9028
OTU4858	ASV9029
OTU4859	ASV9032
OTU4860	ASV9033
OTU4861	ASV9035
OTU4862	ASV9036
OTU4863	ASV9040
OTU4864	ASV9041
OTU4865	ASV9042
OTU4866	ASV9043
OTU4867	ASV9045
OTU4868	ASV9046
OTU4869	ASV9047
OTU4870	ASV9049
OTU4871	ASV9051
OTU4872	ASV9052
OTU4873	ASV9055
OTU4874	ASV9059
OTU4875	ASV9061
OTU4876	ASV9064
OTU4877	ASV9070
OTU4878	ASV9074
OTU4879	ASV9077
OTU4880	ASV9079
OTU4881	ASV9082
OTU4882	ASV9084
OTU4883	ASV9085
OTU4884	ASV9087
OTU4885	ASV9088
OTU4886	ASV9089
OTU4887	ASV9090
OTU4888	ASV9091
OTU4889	ASV9092
OTU4890	ASV9093
OTU4891	ASV9096
OTU4892	ASV9097
OTU4893	ASV9098
OTU4894	ASV9100
OTU4895	ASV9101
OTU4896	ASV9103
OTU4897	ASV9104
OTU4898	ASV9105
OTU4899	ASV9106
OTU4900	ASV9108
OTU4901	ASV9112
OTU4902	ASV9114
OTU4903	ASV2593, ASV3590, ASV6709, ASV8032, ASV9115, ASV9518
OTU4904	ASV9117
OTU4905	ASV9118
OTU4906	ASV9120
OTU4907	ASV9126, ASV9543, ASV10273
OTU4908	ASV9131
OTU4909	ASV9132
OTU4910	ASV9133
OTU4911	ASV9134
OTU4912	ASV9135
OTU4913	ASV9136
OTU4914	ASV9137
OTU4915	ASV9138
OTU4916	ASV9139
OTU4917	ASV9140
OTU4918	ASV9143
OTU4919	ASV9145, ASV9766
OTU4920	ASV9146, ASV11495
OTU4921	ASV9148
OTU4922	ASV9149
OTU4923	ASV9150
OTU4924	ASV9151
OTU4925	ASV9152
OTU4926	ASV9153
OTU4927	ASV9154
OTU4928	ASV9155
OTU4929	ASV9156
OTU4930	ASV9157
OTU4931	ASV9159
OTU4932	ASV9160
OTU4933	ASV9161
OTU4934	ASV9162
OTU4935	ASV9163
OTU4936	ASV9165
OTU4937	ASV9166
OTU4938	ASV9167, ASV9853
OTU4939	ASV9171
OTU4940	ASV9175
OTU4941	ASV9177
OTU4942	ASV9180
OTU4943	ASV9181
OTU4944	ASV9182, ASV10870
OTU4945	ASV9183
OTU4946	ASV9184
OTU4947	ASV9186
OTU4948	ASV9187
OTU4949	ASV9193
OTU4950	ASV9194
OTU4951	ASV9195
OTU4952	ASV9196
OTU4953	ASV9199
OTU4954	ASV9200
OTU4955	ASV9202
OTU4956	ASV9205
OTU4957	ASV9206
OTU4958	ASV9207
OTU4959	ASV9208
OTU4960	ASV9209
OTU4961	ASV9211
OTU4962	ASV9212
OTU4963	ASV9213
OTU4964	ASV9214
OTU4965	ASV9215, ASV11841
OTU4966	ASV9217, ASV9610, ASV11779
OTU4967	ASV9218
OTU4968	ASV9223
OTU4969	ASV9225
OTU4970	ASV9227
OTU4971	ASV9228
OTU4972	ASV9229
OTU4973	ASV9231
OTU4974	ASV9233
OTU4975	ASV9235
OTU4976	ASV9239
OTU4977	ASV9241
OTU4978	ASV9246, ASV11871
OTU4979	ASV9247
OTU4980	ASV9250
OTU4981	ASV9253, ASV10848
OTU4982	ASV9257, ASV9778
OTU4983	ASV9258
OTU4984	ASV9260
OTU4985	ASV9261
OTU4986	ASV9263
OTU4987	ASV9267
OTU4988	ASV9269
OTU4989	ASV9270
OTU4990	ASV9271
OTU4991	ASV9273
OTU4992	ASV9275
OTU4993	ASV9276
OTU4994	ASV9278
OTU4995	ASV9279
OTU4996	ASV9280
OTU4997	ASV9281
OTU4998	ASV9284
OTU4999	ASV9285
OTU5000	ASV9286
OTU5001	ASV9287
OTU5002	ASV9288
OTU5003	ASV9289
OTU5004	ASV9290, ASV9935
OTU5005	ASV9291
OTU5006	ASV9292
OTU5007	ASV9293
OTU5008	ASV9294
OTU5009	ASV9295
OTU5010	ASV9298
OTU5011	ASV9299, ASV11071
OTU5012	ASV9301
OTU5013	ASV9302
OTU5014	ASV9303
OTU5015	ASV9304
OTU5016	ASV9305
OTU5017	ASV9307
OTU5018	ASV9309
OTU5019	ASV9312
OTU5020	ASV9316, ASV10122, ASV11617
OTU5021	ASV9317
OTU5022	ASV9318
OTU5023	ASV9319, ASV10386
OTU5024	ASV9320
OTU5025	ASV9323
OTU5026	ASV9325
OTU5027	ASV9326
OTU5028	ASV9328
OTU5029	ASV9329
OTU5030	ASV9331
OTU5031	ASV9332
OTU5032	ASV9335
OTU5033	ASV9339, ASV10675
OTU5034	ASV9340
OTU5035	ASV9345
OTU5036	ASV9346
OTU5037	ASV9348
OTU5038	ASV9349
OTU5039	ASV9350
OTU5040	ASV9351
OTU5041	ASV9352
OTU5042	ASV9354
OTU5043	ASV9355
OTU5044	ASV9356
OTU5045	ASV9358, ASV9877
OTU5046	ASV9360
OTU5047	ASV9362
OTU5048	ASV9363
OTU5049	ASV9365
OTU5050	ASV9366
OTU5051	ASV9367
OTU5052	ASV9369
OTU5053	ASV9370
OTU5054	ASV9371
OTU5055	ASV9374
OTU5056	ASV9375
OTU5057	ASV9376
OTU5058	ASV9377
OTU5059	ASV9378
OTU5060	ASV9379
OTU5061	ASV9381, ASV11493
OTU5062	ASV9382
OTU5063	ASV9383
OTU5064	ASV9384
OTU5065	ASV9386
OTU5066	ASV9387
OTU5067	ASV9390
OTU5068	ASV9393
OTU5069	ASV9394, ASV11362
OTU5070	ASV9395
OTU5071	ASV9396
OTU5072	ASV9397
OTU5073	ASV9400
OTU5074	ASV9401
OTU5075	ASV9402
OTU5076	ASV9403
OTU5077	ASV9404
OTU5078	ASV9407
OTU5079	ASV9408, ASV11758
OTU5080	ASV9409
OTU5081	ASV9412
OTU5082	ASV9416
OTU5083	ASV9417
OTU5084	ASV9418
OTU5085	ASV9419
OTU5086	ASV9420
OTU5087	ASV9421
OTU5088	ASV9422
OTU5089	ASV9427
OTU5090	ASV9428
OTU5091	ASV9429
OTU5092	ASV9430
OTU5093	ASV9433
OTU5094	ASV9434
OTU5095	ASV9435
OTU5096	ASV9437
OTU5097	ASV9439
OTU5098	ASV9440
OTU5099	ASV9442, ASV11378
OTU5100	ASV9443
OTU5101	ASV9444, ASV11512
OTU5102	ASV9448
OTU5103	ASV9449, ASV10544
OTU5104	ASV9450
OTU5105	ASV593, ASV2828, ASV5360, ASV6604, ASV6686, ASV8787, ASV9453, ASV10941, ASV10994
OTU5106	ASV9455, ASV9695, ASV10324
OTU5107	ASV9457
OTU5108	ASV9458, ASV11645
OTU5109	ASV9459
OTU5110	ASV9460
OTU5111	ASV9462
OTU5112	ASV9463
OTU5113	ASV9464
OTU5114	ASV2879, ASV9127, ASV9353, ASV9465
OTU5115	ASV9467
OTU5116	ASV9468
OTU5117	ASV9470
OTU5118	ASV9472
OTU5119	ASV9473
OTU5120	ASV9474
OTU5121	ASV9475
OTU5122	ASV9476
OTU5123	ASV9480
OTU5124	ASV9485
OTU5125	ASV9489
OTU5126	ASV9490
OTU5127	ASV9493
OTU5128	ASV9494
OTU5129	ASV9495
OTU5130	ASV9496
OTU5131	ASV9498
OTU5132	ASV9500
OTU5133	ASV9501
OTU5134	ASV9502
OTU5135	ASV9503
OTU5136	ASV9504
OTU5137	ASV9506
OTU5138	ASV9508
OTU5139	ASV9509
OTU5140	ASV9510
OTU5141	ASV9511
OTU5142	ASV9512
OTU5143	ASV9514
OTU5144	ASV9515
OTU5145	ASV9516
OTU5146	ASV9517
OTU5147	ASV9519
OTU5148	ASV9520
OTU5149	ASV9521
OTU5150	ASV9522
OTU5151	ASV9523
OTU5152	ASV9525
OTU5153	ASV9528
OTU5154	ASV9529
OTU5155	ASV9530
OTU5156	ASV9531
OTU5157	ASV9532
OTU5158	ASV9534
OTU5159	ASV9537
OTU5160	ASV9539
OTU5161	ASV9544
OTU5162	ASV9545
OTU5163	ASV9548
OTU5164	ASV9549
OTU5165	ASV9550
OTU5166	ASV9552
OTU5167	ASV9553
OTU5168	ASV9555
OTU5169	ASV9556
OTU5170	ASV9558
OTU5171	ASV9560
OTU5172	ASV9564
OTU5173	ASV9565
OTU5174	ASV9566
OTU5175	ASV9567
OTU5176	ASV9568
OTU5177	ASV9569
OTU5178	ASV9570
OTU5179	ASV9573
OTU5180	ASV9576
OTU5181	ASV9577
OTU5182	ASV9578
OTU5183	ASV9579
OTU5184	ASV9580
OTU5185	ASV9581
OTU5186	ASV9583
OTU5187	ASV9586
OTU5188	ASV9587
OTU5189	ASV9588
OTU5190	ASV9589
OTU5191	ASV9590
OTU5192	ASV9591
OTU5193	ASV9593
OTU5194	ASV9594
OTU5195	ASV9595
OTU5196	ASV9596
OTU5197	ASV9597
OTU5198	ASV9599
OTU5199	ASV9600
OTU5200	ASV9601, ASV11072
OTU5201	ASV9604
OTU5202	ASV9605
OTU5203	ASV9606
OTU5204	ASV9607
OTU5205	ASV9612
OTU5206	ASV9614
OTU5207	ASV9615
OTU5208	ASV9619
OTU5209	ASV9621
OTU5210	ASV9622
OTU5211	ASV9624
OTU5212	ASV9625
OTU5213	ASV9626
OTU5214	ASV9630
OTU5215	ASV9632
OTU5216	ASV9634
OTU5217	ASV9636
OTU5218	ASV9637
OTU5219	ASV9638, ASV11971
OTU5220	ASV9639
OTU5221	ASV9641
OTU5222	ASV9643
OTU5223	ASV9645
OTU5224	ASV9646
OTU5225	ASV9647
OTU5226	ASV9648, ASV11223
OTU5227	ASV9649
OTU5228	ASV9650
OTU5229	ASV9654
OTU5230	ASV9657
OTU5231	ASV9659
OTU5232	ASV9660
OTU5233	ASV9661
OTU5234	ASV9662
OTU5235	ASV9663
OTU5236	ASV9664
OTU5237	ASV9665
OTU5238	ASV9666
OTU5239	ASV9667
OTU5240	ASV9668
OTU5241	ASV9669
OTU5242	ASV9670
OTU5243	ASV9671
OTU5244	ASV9672
OTU5245	ASV9673
OTU5246	ASV9674
OTU5247	ASV9675
OTU5248	ASV9676
OTU5249	ASV9677
OTU5250	ASV9678
OTU5251	ASV9679
OTU5252	ASV9680
OTU5253	ASV9681
OTU5254	ASV9683
OTU5255	ASV9684
OTU5256	ASV9685
OTU5257	ASV9687
OTU5258	ASV9693
OTU5259	ASV9699
OTU5260	ASV9700
OTU5261	ASV9701
OTU5262	ASV9702
OTU5263	ASV9703
OTU5264	ASV9704
OTU5265	ASV9705
OTU5266	ASV9706
OTU5267	ASV9707
OTU5268	ASV9708
OTU5269	ASV9709
OTU5270	ASV9713
OTU5271	ASV9715
OTU5272	ASV9716
OTU5273	ASV9718
OTU5274	ASV9722, ASV11674
OTU5275	ASV9724
OTU5276	ASV9725
OTU5277	ASV9727
OTU5278	ASV9728
OTU5279	ASV9729
OTU5280	ASV9730
OTU5281	ASV9733
OTU5282	ASV9734
OTU5283	ASV9735
OTU5284	ASV9737
OTU5285	ASV9738
OTU5286	ASV9739
OTU5287	ASV9740
OTU5288	ASV9741
OTU5289	ASV9742, ASV11419
OTU5290	ASV9743
OTU5291	ASV9744
OTU5292	ASV9745
OTU5293	ASV9746
OTU5294	ASV9749
OTU5295	ASV9751
OTU5296	ASV9752
OTU5297	ASV9754
OTU5298	ASV9755
OTU5299	ASV9756
OTU5300	ASV9759
OTU5301	ASV9761
OTU5302	ASV9762
OTU5303	ASV9763
OTU5304	ASV9772
OTU5305	ASV9774
OTU5306	ASV9776
OTU5307	ASV9780
OTU5308	ASV9782
OTU5309	ASV9786
OTU5310	ASV9791
OTU5311	ASV9794
OTU5312	ASV9795, ASV10451
OTU5313	ASV9799
OTU5314	ASV9801
OTU5315	ASV9804
OTU5316	ASV9805
OTU5317	ASV9806
OTU5318	ASV9809
OTU5319	ASV9811
OTU5320	ASV9812, ASV11289
OTU5321	ASV9813
OTU5322	ASV9814
OTU5323	ASV9816
OTU5324	ASV9817
OTU5325	ASV9818
OTU5326	ASV9819
OTU5327	ASV9822
OTU5328	ASV9823
OTU5329	ASV9824
OTU5330	ASV9828
OTU5331	ASV9834
OTU5332	ASV9835, ASV11735
OTU5333	ASV9836
OTU5334	ASV9837
OTU5335	ASV9838, ASV10799
OTU5336	ASV9843
OTU5337	ASV9845
OTU5338	ASV9846
OTU5339	ASV9847
OTU5340	ASV9851
OTU5341	ASV9855
OTU5342	ASV9857
OTU5343	ASV9860
OTU5344	ASV9862
OTU5345	ASV9864
OTU5346	ASV9867
OTU5347	ASV9868
OTU5348	ASV9870
OTU5349	ASV9872
OTU5350	ASV9873
OTU5351	ASV9878, ASV11062, ASV11563
OTU5352	ASV9879, ASV11081
OTU5353	ASV9882
OTU5354	ASV9886
OTU5355	ASV9887
OTU5356	ASV9888
OTU5357	ASV9889
OTU5358	ASV9890
OTU5359	ASV9891
OTU5360	ASV9892, ASV11908
OTU5361	ASV9893
OTU5362	ASV9894
OTU5363	ASV9895
OTU5364	ASV9897
OTU5365	ASV9898
OTU5366	ASV9900
OTU5367	ASV9901
OTU5368	ASV9902
OTU5369	ASV9903
OTU5370	ASV9904, ASV10401
OTU5371	ASV9907
OTU5372	ASV9910
OTU5373	ASV9912
OTU5374	ASV9913
OTU5375	ASV9914
OTU5376	ASV9915
OTU5377	ASV9917
OTU5378	ASV9918
OTU5379	ASV9919
OTU5380	ASV9920
OTU5381	ASV9921
OTU5382	ASV9922
OTU5383	ASV9924
OTU5384	ASV9925
OTU5385	ASV9926
OTU5386	ASV9927
OTU5387	ASV9929
OTU5388	ASV9930
OTU5389	ASV9931
OTU5390	ASV9933
OTU5391	ASV9934
OTU5392	ASV9938
OTU5393	ASV9946, ASV10887
OTU5394	ASV9948
OTU5395	ASV9950
OTU5396	ASV9951
OTU5397	ASV9952
OTU5398	ASV9953
OTU5399	ASV9955
OTU5400	ASV9957
OTU5401	ASV9960
OTU5402	ASV9961
OTU5403	ASV9962, ASV10520
OTU5404	ASV9963
OTU5405	ASV9965
OTU5406	ASV9966
OTU5407	ASV9967
OTU5408	ASV9968
OTU5409	ASV9971
OTU5410	ASV9972
OTU5411	ASV9973
OTU5412	ASV9974, ASV10567
OTU5413	ASV9977
OTU5414	ASV9978
OTU5415	ASV9980
OTU5416	ASV9981
OTU5417	ASV9982
OTU5418	ASV9983
OTU5419	ASV9985
OTU5420	ASV9987
OTU5421	ASV9990
OTU5422	ASV9991
OTU5423	ASV9992
OTU5424	ASV9993
OTU5425	ASV9996
OTU5426	ASV9997
OTU5427	ASV9998
OTU5428	ASV9999
OTU5429	ASV10000
OTU5430	ASV10002
OTU5431	ASV10007
OTU5432	ASV10009
OTU5433	ASV10012
OTU5434	ASV10013
OTU5435	ASV10014
OTU5436	ASV10015
OTU5437	ASV10017
OTU5438	ASV10021
OTU5439	ASV10022
OTU5440	ASV10023
OTU5441	ASV10025
OTU5442	ASV10026
OTU5443	ASV10029
OTU5444	ASV10030
OTU5445	ASV10031
OTU5446	ASV10032
OTU5447	ASV10033
OTU5448	ASV10035
OTU5449	ASV10038
OTU5450	ASV10041
OTU5451	ASV10043
OTU5452	ASV10044, ASV10623
OTU5453	ASV10047
OTU5454	ASV10048
OTU5455	ASV10051
OTU5456	ASV10052
OTU5457	ASV10055
OTU5458	ASV10056
OTU5459	ASV10062
OTU5460	ASV10063
OTU5461	ASV10064
OTU5462	ASV10065
OTU5463	ASV10066
OTU5464	ASV10069
OTU5465	ASV10070
OTU5466	ASV10071
OTU5467	ASV10075
OTU5468	ASV10078
OTU5469	ASV10079
OTU5470	ASV10081
OTU5471	ASV10082
OTU5472	ASV10084
OTU5473	ASV10085
OTU5474	ASV10087
OTU5475	ASV10089
OTU5476	ASV10090
OTU5477	ASV10093
OTU5478	ASV10097, ASV12019
OTU5479	ASV10099
OTU5480	ASV10102
OTU5481	ASV10105
OTU5482	ASV10106
OTU5483	ASV10107
OTU5484	ASV10114
OTU5485	ASV10116
OTU5486	ASV10117
OTU5487	ASV10118
OTU5488	ASV10119
OTU5489	ASV10123
OTU5490	ASV10125
OTU5491	ASV10126
OTU5492	ASV10127
OTU5493	ASV10128
OTU5494	ASV10129
OTU5495	ASV10133
OTU5496	ASV10135
OTU5497	ASV10136
OTU5498	ASV10137
OTU5499	ASV10139
OTU5500	ASV10142
OTU5501	ASV10143
OTU5502	ASV10144
OTU5503	ASV10145
OTU5504	ASV10146
OTU5505	ASV10147
OTU5506	ASV10149
OTU5507	ASV10150
OTU5508	ASV10153
OTU5509	ASV10154
OTU5510	ASV10155
OTU5511	ASV10156
OTU5512	ASV10157
OTU5513	ASV10161, ASV10638
OTU5514	ASV10163
OTU5515	ASV10164
OTU5516	ASV10168
OTU5517	ASV10169
OTU5518	ASV10170
OTU5519	ASV10171
OTU5520	ASV10172
OTU5521	ASV10173
OTU5522	ASV10174
OTU5523	ASV10176
OTU5524	ASV10178
OTU5525	ASV10182, ASV10382, ASV11901
OTU5526	ASV10183
OTU5527	ASV10185
OTU5528	ASV10188
OTU5529	ASV10189
OTU5530	ASV10192
OTU5531	ASV10193
OTU5532	ASV10195
OTU5533	ASV10196
OTU5534	ASV10197
OTU5535	ASV10199
OTU5536	ASV10200
OTU5537	ASV10201, ASV11705
OTU5538	ASV10206
OTU5539	ASV10207
OTU5540	ASV10210
OTU5541	ASV10213
OTU5542	ASV10214
OTU5543	ASV10215
OTU5544	ASV10216
OTU5545	ASV10217
OTU5546	ASV10218
OTU5547	ASV10219
OTU5548	ASV10220
OTU5549	ASV10222
OTU5550	ASV10223
OTU5551	ASV10224
OTU5552	ASV10225
OTU5553	ASV10226
OTU5554	ASV10227
OTU5555	ASV10228
OTU5556	ASV10229
OTU5557	ASV10230
OTU5558	ASV10231
OTU5559	ASV10232
OTU5560	ASV10233
OTU5561	ASV10234
OTU5562	ASV10235
OTU5563	ASV10237
OTU5564	ASV10242
OTU5565	ASV10243, ASV10541
OTU5566	ASV10245
OTU5567	ASV10246
OTU5568	ASV10249
OTU5569	ASV10251
OTU5570	ASV6650, ASV10252
OTU5571	ASV10253
OTU5572	ASV10254
OTU5573	ASV10256
OTU5574	ASV10257
OTU5575	ASV10258
OTU5576	ASV10260
OTU5577	ASV10263
OTU5578	ASV10264
OTU5579	ASV10265
OTU5580	ASV10267
OTU5581	ASV10270
OTU5582	ASV10271
OTU5583	ASV10272, ASV11264
OTU5584	ASV10275
OTU5585	ASV10276
OTU5586	ASV10277
OTU5587	ASV10278
OTU5588	ASV10284
OTU5589	ASV10286
OTU5590	ASV10291
OTU5591	ASV10292
OTU5592	ASV10293
OTU5593	ASV10295
OTU5594	ASV10296
OTU5595	ASV10298
OTU5596	ASV10299
OTU5597	ASV10300
OTU5598	ASV10302
OTU5599	ASV10303
OTU5600	ASV10307
OTU5601	ASV10308, ASV11105
OTU5602	ASV10313
OTU5603	ASV10314
OTU5604	ASV10315
OTU5605	ASV10318
OTU5606	ASV10320
OTU5607	ASV10321
OTU5608	ASV10322
OTU5609	ASV10327
OTU5610	ASV10329
OTU5611	ASV10331
